sample_id,array,shape,dtype,bytes
synthetic_niah_3,attention_distribution_27_0,"[116, 1377]",float16,319464
synthetic_niah_3,attention_distribution_lengths_27_0,[116],int32,464
synthetic_niah_3,query_27_11,"[116, 128]",float32,59392
synthetic_niah_3,attention_output_27_11,"[116, 128]",float32,59392
synthetic_niah_3,attention_distribution_27_11,"[116, 1377]",float16,319464
synthetic_niah_3,attention_distribution_lengths_27_11,[116],int32,464
synthetic_niah_4,prompt_token_ids,[1264],int32,5056
synthetic_niah_4,generated_token_ids,[128],int32,512
synthetic_niah_4,reference_log_probabilities,[128],float32,512
synthetic_niah_4,top_ids,"[128, 128]",int32,65536
synthetic_niah_4,top_probabilities,"[128, 128]",float32,65536
synthetic_niah_4,oracle_attention,"[129, 28, 2, 1392]",float16,20111616
synthetic_niah_4,oracle_attention_lengths,[129],int32,516
synthetic_niah_4,query_positions,[129],int32,516
synthetic_niah_4,query_0_0,"[129, 128]",float32,66048
synthetic_niah_4,attention_output_0_0,"[129, 128]",float32,66048
synthetic_niah_4,attention_distribution_0_0,"[129, 1392]",float16,359136
synthetic_niah_4,attention_distribution_lengths_0_0,[129],int32,516
synthetic_niah_4,query_0_11,"[129, 128]",float32,66048
synthetic_niah_4,attention_output_0_11,"[129, 128]",float32,66048
synthetic_niah_4,attention_distribution_0_11,"[129, 1392]",float16,359136
synthetic_niah_4,attention_distribution_lengths_0_11,[129],int32,516
synthetic_niah_4,query_14_0,"[129, 128]",float32,66048
synthetic_niah_4,attention_output_14_0,"[129, 128]",float32,66048
synthetic_niah_4,attention_distribution_14_0,"[129, 1392]",float16,359136
synthetic_niah_4,attention_distribution_lengths_14_0,[129],int32,516
synthetic_niah_4,query_14_11,"[129, 128]",float32,66048
synthetic_niah_4,attention_output_14_11,"[129, 128]",float32,66048
synthetic_niah_4,attention_distribution_14_11,"[129, 1392]",float16,359136
synthetic_niah_4,attention_distribution_lengths_14_11,[129],int32,516
synthetic_niah_4,query_27_0,"[129, 128]",float32,66048
synthetic_niah_4,attention_output_27_0,"[129, 128]",float32,66048
synthetic_niah_4,attention_distribution_27_0,"[129, 1392]",float16,359136
synthetic_niah_4,attention_distribution_lengths_27_0,[129],int32,516
synthetic_niah_4,query_27_11,"[129, 128]",float32,66048
synthetic_niah_4,attention_output_27_11,"[129, 128]",float32,66048
synthetic_niah_4,attention_distribution_27_11,"[129, 1392]",float16,359136
synthetic_niah_4,attention_distribution_lengths_27_11,[129],int32,516
