sample_id,sample_cluster,task,anchor,strategy,layer,head,lag,margin,validity,relationship,x_metric,y_metric,x_bin,record_type,x_mean,y_mean,y_sd,n_rows,n_samples,ci_low,ci_high
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,0.0,v_ridge_leverage,,,,2.2254884243011475e-05,8.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,16.0,attention_weighted_v_ridge_leverage,,,,0.0002030208706855774,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,16.0,snapkv,,,,0.0012815017253160477,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,16.0,v_ridge_leverage,,,,5.961209535598755e-05,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,48.0,attention_weighted_v_ridge_leverage,,,,0.0005832836031913757,43.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,48.0,snapkv,,,,0.0007521379739046097,43.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,48.0,v_ridge_leverage,,,,0.00021249055862426758,43.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,0.0,attention_weighted_v_ridge_leverage,,,,0.0002101697027683258,22.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,0.0,snapkv,,,,0.0,22.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,0.0,v_ridge_leverage,,,,8.831918239593506e-05,22.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,16.0,attention_weighted_v_ridge_leverage,,,,9.797513484954834e-05,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,16.0,snapkv,,,,0.0,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,16.0,v_ridge_leverage,,,,9.462237358093262e-06,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,48.0,attention_weighted_v_ridge_leverage,,,,0.0004725158214569092,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,48.0,snapkv,,,,0.0,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,48.0,v_ridge_leverage,,,,5.1897019147872925e-05,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,0.0,attention_weighted_v_ridge_leverage,,,,0.00015294551849365234,23.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,0.0,snapkv,,,,0.0,23.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,0.0,v_ridge_leverage,,,,0.0001366138458251953,23.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,16.0,attention_weighted_v_ridge_leverage,,,,0.00016497820615768433,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,16.0,snapkv,,,,0.0,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,16.0,v_ridge_leverage,,,,5.207955837249756e-05,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,48.0,attention_weighted_v_ridge_leverage,,,,0.00048397481441497803,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,48.0,snapkv,,,,0.0,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,48.0,v_ridge_leverage,,,,0.0024007707834243774,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
,,,,,,,,,,,,,,binned_summary,6.2902906426676994e-06,40.51851851851852,20.741664150353643,54.0,15.0,30.0217881944641,51.01524884257294
,,,,,,,,,,,,,,binned_summary,0.00012102943879586678,35.44444444444444,25.60699023153539,27.0,14.0,22.030682663042285,48.8582062258466
,,,,,,,,,,,,,,binned_summary,0.0002821091976430681,33.96296296296296,24.379186396283398,27.0,13.0,20.71028627468972,47.2156396512362
,,,,,,,,,,,,,,binned_summary,0.0009785163457746858,41.629629629629626,22.274766938516823,27.0,14.0,29.961393154045904,53.297866105213345
